speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
25-39,139.3879999984,alive,none,belted,1,m,36,1998,1991,unavail,driver,0,0
10-24,4.734,dead,none,none,1,f,63,1997,1990,unavail,pass,0,3
25-39,61.3249999997,alive,airbag,belted,0,f,32,1999,1994,nodeploy,pass,0,2
25-39,74.9739999995,alive,airbag,belted,1,m,64,2002,2000,deploy,driver,1,1
40-54,10.943,alive,none,none,1,f,29,1999,1984,unavail,driver,0,3
40-54,27.72,alive,none,belted,1,m,36,1999,1989,unavail,driver,0,0
40-54,61.0639999998,alive,airbag,none,1,m,21,2000,2000,deploy,,1,2
10-24,27.7699999998,alive,airbag,none,0,m,32,2001,1998,deploy,driver,1,3
25-39,1021.1629999951,alive,none,belted,1,m,44,1998,1991,unavail,pass,0,3
25-39,18.3309999998,alive,airbag,none,1,f,19,1999,1998,deploy,pass,1,2
25-39,38.8039999995,alive,airbag,belted,1,f,32,2001,1996,deploy,driver,1,1
25-39,9.8289999999,alive,airbag,none,0,f,23,2000,1994,nodeploy,driver,,3
25-39,53.8029999998,alive,airbag,none,1,m,56,1999,1999,deploy,driver,1,5
10-24,14.0299999999,alive,none,belted,1,f,27,2002,1987,unavail,driver,0,3
10-24,10.845,alive,airbag,belted,0,,40,2002,1999,deploy,driver,1,3
10-24,970.7049999982,alive,airbag,none,1,m,17,2001,1997,deploy,driver,1,2
10-24,325.8269999996,alive,none,belted,0,f,22,1999,1993,unavail,driver,0,0
10-24,77.8609999996,alive,airbag,belted,1,f,28,1999,1999,deploy,pass,1,3
25-39,86.2209999999,alive,none,belted,1,f,44,2000,1993,unavail,pass,0,3
10-24,33.2879999997,alive,none,belted,1,m,27,1997,1992,unavail,driver,0,2
25-39,10.034,alive,airbag,none,1,m,34,2002,1995,deploy,driver,1,3
10-24,35.5119999996,alive,none,none,0,m,39,2000,1987,unavail,pass,0,2
25-39,49.7679999997,alive,airbag,belted,0,m,49,1998,1998,deploy,driver,1,3
25-39,96.2219999991,alive,none,none,1,m,51,1997,1989,unavail,driver,0,3
25-39,257.5339999981,alive,airbag,belted,0,f,18,2002,1997,deploy,driver,1,1
55+,4.026,alive,none,belted,0,f,18,1997,1994,unavail,driver,0,3
25-39,31.3419999999,alive,none,belted,1,m,85,1997,1986,unavail,driver,0,3
10-24,0,alive,airbag,belted,1,m,59,1999,1998,deploy,pass,1,0
25-39,9.727,alive,airbag,belted,1,f,41,2000,1998,deploy,driver,1,
10-24,8.7439999999,alive,none,belted,0,m,45,1998,1990,unavail,driver,0,1
10-24,87.1349999998,alive,airbag,none,1,f,25,1997,1996,nodeploy,pass,0,3
25-39,84.2509999992,alive,airbag,belted,1,m,39,2000,1997,deploy,pass,1,0
25-39,29.8159999999,alive,none,none,1,m,43,1998,1990,unavail,pass,0,2
10-24,40.0699999998,alive,none,belted,1,f,39,1998,1996,unavail,pass,0,3
25-39,12.857,alive,airbag,none,0,m,19,1999,1997,deploy,pass,1,1
40-54,6.436,dead,none,none,1,m,40,2000,1985,unavail,driver,0,4
25-39,12.3829999999,alive,none,none,1,m,37,1997,1991,unavail,driver,0,1
25-39,20.74,alive,airbag,none,0,m,38,,1998,nodeploy,pass,0,3
10-24,591.4339999929,alive,airbag,belted,1,m,17,2002,2002,deploy,driver,1,0
10-24,1195.6939999908,alive,none,belted,1,m,25,1997,1983,unavail,driver,0,0
40-54,612.7959999964,alive,airbag,belted,1,f,26,2000,1997,deploy,driver,1,0
10-24,229.5749999993,alive,none,belted,1,m,35,2001,1992,unavail,driver,0,0
25-39,21.4279999998,alive,none,belted,1,m,22,1999,1991,unavail,driver,0,0
10-24,14.8709999999,alive,airbag,belted,1,m,70,2002,1990,deploy,driver,1,1
10-24,40.0699999998,alive,airbag,none,0,m,18,1998,1995,nodeploy,driver,0,3
10-24,374.5999999978,alive,airbag,belted,0,f,20,2001,1995,deploy,driver,1,2
25-39,17.4859999998,alive,none,belted,1,f,69,1997,1990,unavail,pass,0,3
10-24,427.1959999986,alive,airbag,belted,1,f,19,2002,1999,deploy,pass,1,0
10-24,747.9439999983,alive,none,belted,0,f,37,1997,1983,unavail,pass,0,2
10-24,0,alive,airbag,belted,1,m,20,1998,1998,deploy,driver,1,2
10-24,574.2239999995,alive,none,belted,1,m,73,1998,1985,unavail,driver,0,0
10-24,7.1189999999,alive,none,belted,1,m,25,1997,1987,unavail,driver,0,1
25-39,409.7819999978,alive,airbag,belted,0,f,77,2001,2001,nodeploy,pass,0,0
10-24,26.8959999999,alive,airbag,belted,0,f,20,2001,1998,nodeploy,driver,0,2
40-54,4845.9749999642,alive,airbag,none,0,f,33,2000,1994,nodeploy,driver,0,2
10-24,164.7319999989,alive,airbag,none,1,m,36,2000,1991,deploy,driver,1,0
10-24,102.0069999993,alive,airbag,none,1,m,22,2001,1992,deploy,driver,1,2
40-54,124.4279999994,dead,none,belted,0,f,34,2002,1993,unavail,pass,0,4
25-39,318.9539999999,,none,belted,1,f,21,1999,1992,unavail,driver,0,3
10-24,931.6809999943,alive,none,belted,1,m,32,1997,1988,unavail,driver,0,0
10-24,55.6769999997,alive,none,belted,0,m,75,1998,1992,unavail,driver,0,3
10-24,249.3129999992,alive,airbag,belted,1,f,44,2000,1997,deploy,pass,1,3
10-24,10.034,alive,airbag,none,1,m,21,2002,1998,deploy,driver,1,0
10-24,1915.9969999939,alive,airbag,belted,0,m,29,1998,1998,nodeploy,driver,0,1
25-39,1245.6199999899,alive,none,belted,1,m,24,1999,1991,unavail,driver,0,1
10-24,145.6379999984,alive,none,none,1,m,22,2000,1986,unavail,driver,0,0
25-39,77.0049999999,alive,airbag,belted,1,m,26,1999,1998,deploy,driver,1,3
25-39,47.7449999996,alive,none,belted,1,m,81,1997,1988,unavail,driver,0,3
55+,194.175999999,alive,none,none,1,m,33,1999,1988,unavail,pass,0,3
25-39,780.3449999988,alive,none,belted,1,f,18,1998,1986,unavail,driver,0,0
25-39,49.7779999999,alive,none,belted,1,m,35,1998,1987,unavail,driver,0,3
10-24,1179.3889999986,alive,none,belted,1,m,21,2001,1990,unavail,driver,0,0
40-54,46.8389999997,alive,none,belted,0,m,72,1997,1988,unavail,driver,0,3
25-39,662.5259999931,alive,none,none,1,m,20,2001,1984,unavail,driver,0,1
25-39,30.6349999998,alive,airbag,,1,f,28,1998,1997,deploy,driver,1,3
55+,20.4129999999,dead,none,belted,0,f,46,1998,1988,unavail,driver,0,4
10-24,316.2949999981,alive,airbag,belted,0,f,33,2002,1999,deploy,driver,1,0
40-54,148.254999999,alive,none,belted,1,m,67,1999,1988,unavail,driver,0,1
10-24,16.3399999999,alive,airbag,belted,1,f,26,1998,1994,deploy,pass,1,0
10-24,71.4149999991,alive,none,none,1,m,19,2001,1988,unavail,pass,,3
10-24,21.0149999999,alive,airbag,belted,1,f,26,2000,1997,deploy,driver,1,3
10-24,143.0979999993,alive,airbag,belted,1,m,29,2000,1997,deploy,driver,1,0
10-24,227.7809999995,alive,airbag,belted,1,m,27,2002,1997,deploy,driver,1,2
40-54,51.9359999998,alive,none,none,1,m,29,1999,1989,unavail,driver,0,3
55+,17.5819999999,dead,none,none,1,f,59,1997,1992,unavail,driver,0,4
10-24,30.801,alive,none,none,1,,40,1997,1989,unavail,driver,0,3
10-24,465.8829999976,alive,airbag,belted,0,m,55,2000,1995,nodeploy,driver,0,1
10-24,41.8479999998,alive,airbag,none,1,f,17,2002,1997,deploy,driver,1,1
40-54,69.8109999998,alive,none,belted,0,f,17,1999,1985,unavail,driver,0,0
55+,11.7379999999,alive,none,belted,1,m,23,1999,1983,unavail,pass,0,3
10-24,1875.272999987,alive,none,belted,1,f,41,2000,1991,unavail,driver,0,1
40-54,331.1409999989,alive,none,belted,0,f,33,2002,1992,unavail,driver,0,1
10-24,8.0769999999,alive,airbag,belted,1,m,47,1997,1996,deploy,driver,1,3
25-39,16.4709999999,alive,airbag,none,0,m,43,,1998,nodeploy,driver,0,3
10-24,62.892,alive,airbag,belted,1,f,31,1999,1995,deploy,driver,1,2
10-24,128.2939999998,alive,airbag,belted,0,m,82,2001,2000,nodeploy,,0,3
10-24,22.2819999999,alive,airbag,belted,0,m,19,2000,1998,nodeploy,pass,0,3
25-39,3448.5579999983,alive,airbag,belted,0,f,34,1999,1994,nodeploy,driver,0,3
40-54,4.026,alive,airbag,belted,0,f,39,1997,1997,nodeploy,driver,0,3
10-24,483.7559999973,alive,none,belted,1,m,27,1998,1989,unavail,driver,0,0
10-24,958.5589999929,alive,airbag,belted,1,f,80,2002,1999,nodeploy,driver,0,1
25-39,14.115,alive,airbag,belted,0,f,37,1999,1997,nodeploy,driver,0,1
25-39,1143.348999992,alive,none,belted,0,f,33,2000,1986,unavail,driver,0,1
1-9km/h,1863.5299999863,alive,airbag,belted,0,m,26,1997,1997,nodeploy,,0,0
10-24,688.0879999995,alive,airbag,belted,1,f,34,1997,1996,deploy,driver,1,1
25-39,2048.3939999938,alive,none,none,0,f,30,2000,1995,unavail,driver,0,2
1-9km/h,842.6789999977,alive,none,belted,0,m,84,1999,1989,unavail,pass,0,0
10-24,241.0259999987,alive,airbag,none,1,f,54,1998,1992,deploy,driver,1,0
10-24,5246.790999949,alive,airbag,belted,1,f,50,1998,1992,nodeploy,driver,0,0
40-54,57.1149999998,alive,airbag,belted,1,f,31,2002,1995,deploy,driver,1,1
10-24,3263.8999999762,alive,airbag,belted,0,f,41,2000,1994,nodeploy,driver,0,0
10-24,340.9649999999,alive,airbag,belted,0,m,28,1998,1997,nodeploy,driver,0,2
25-39,24.818,alive,airbag,belted,0,m,37,1997,1997,,pass,,2
40-54,212.568,alive,none,belted,1,m,20,2002,1993,unavail,pass,0,2
25-39,12.637,alive,airbag,belted,0,m,37,2002,1995,nodeploy,driver,0,3
25-39,114.7799999993,alive,airbag,none,1,m,35,2002,1995,deploy,driver,1,3
10-24,9.026,alive,airbag,belted,1,m,24,2002,1997,deploy,driver,1,1
25-39,51.1639999999,alive,airbag,belted,1,f,66,2000,2000,deploy,driver,1,1
25-39,51.8319999999,alive,airbag,belted,1,f,18,1999,1997,deploy,driver,1,
25-39,12.872,alive,none,belted,1,f,27,1998,1988,unavail,driver,0,3
25-39,69.75,alive,airbag,belted,1,m,64,2001,2001,deploy,driver,1,1
55+,9.9669999999,dead,none,none,0,m,47,1997,1994,unavail,pass,0,4
55+,41.8729999997,dead,airbag,none,0,f,27,2002,2000,nodeploy,driver,0,4
10-24,41.7029999997,dead,airbag,none,1,f,71,2002,2000,deploy,,1,4
40-54,131.8619999997,alive,none,none,1,m,19,2001,1989,unavail,pass,0,2
10-24,449.3539999984,alive,none,belted,1,f,68,2000,1986,unavail,driver,0,1
10-24,49.3969999999,alive,airbag,belted,1,f,20,2001,1997,deploy,driver,1,3
1-9km/h,75.801,alive,airbag,none,1,f,25,2002,1991,deploy,driver,1,3
25-39,47.5029999996,alive,none,belted,1,m,23,1998,,unavail,pass,0,3
10-24,134.9269999992,alive,none,belted,0,f,28,1999,1989,unavail,driver,0,1
10-24,132.777999999,alive,airbag,belted,1,m,23,2001,1992,deploy,driver,1,0
10-24,47.0249999999,alive,airbag,belted,0,f,72,2000,1997,deploy,driver,1,3
10-24,173.8889999986,alive,airbag,belted,1,m,23,2000,2000,nodeploy,driver,0,0
25-39,29.5329999998,alive,airbag,none,0,m,86,2000,1992,nodeploy,driver,0,3
40-54,84.1909999996,alive,none,belted,1,f,33,2000,1989,unavail,driver,0,3
25-39,30.308,alive,airbag,belted,0,m,25,2001,1998,deploy,driver,1,0
55+,71.6279999996,alive,none,none,1,f,22,2001,1994,unavail,pass,0,3
10-24,4792.5849999785,alive,airbag,belted,1,m,73,1997,1994,nodeploy,driver,0,0
10-24,312.4889999963,alive,none,none,0,m,16,1999,1973,unavail,pass,0,0
1-9km/h,559.3099999949,alive,none,belted,0,f,44,1997,1994,unavail,driver,0,0
10-24,531.2539999932,alive,airbag,belted,1,m,19,1999,1995,nodeploy,driver,0,0
10-24,59.5439999998,alive,airbag,none,1,f,39,1999,1998,deploy,pass,1,2
25-39,86.7129999995,dead,none,belted,0,m,81,2000,1990,unavail,driver,0,4
40-54,18.5359999998,alive,none,none,1,f,18,1997,1985,unavail,driver,0,1
25-39,52.2399999998,alive,airbag,belted,1,f,49,1999,1995,deploy,driver,1,3
25-39,1716.4949999899,alive,none,belted,0,f,41,2000,1990,unavail,driver,0,0
10-24,490.1069999971,alive,none,belted,1,m,23,1997,1989,unavail,driver,0,1
10-24,42.4689999996,alive,airbag,belted,1,f,22,2000,1992,deploy,driver,1,3
10-24,8819.1619999409,alive,none,belted,1,f,35,1998,1991,unavail,driver,0,1
10-24,1325.0799999982,alive,none,belted,0,f,32,,1988,unavail,driver,0,2
25-39,9.8219999999,alive,none,belted,1,m,20,2002,1995,unavail,pass,0,3
10-24,1240.4559999853,alive,airbag,belted,1,f,32,1997,1995,nodeploy,driver,0,1
10-24,149.3039999995,alive,airbag,belted,0,m,18,2001,1991,nodeploy,driver,0,3
10-24,533.2849999964,alive,none,none,1,f,24,2001,1990,unavail,driver,0,0
40-54,378.9979999997,alive,airbag,belted,0,f,56,2000,1996,deploy,driver,1,2
10-24,131.0529999994,alive,airbag,belted,0,m,23,2000,2000,nodeploy,driver,0,0
10-24,442.8339999989,alive,airbag,belted,0,m,17,1997,1994,nodeploy,pass,0,0
10-24,55.463,alive,airbag,belted,0,f,48,1999,1997,nodeploy,driver,0,3
10-24,1492.3859999925,alive,airbag,belted,1,m,42,2002,2000,nodeploy,driver,0,0
10-24,164.1949999984,alive,none,belted,0,m,17,2002,1989,unavail,driver,0,1
25-39,159.0149999987,alive,airbag,belted,1,f,45,1999,1995,deploy,driver,1,2
10-24,86.2209999999,alive,none,belted,1,f,53,2000,1994,unavail,pass,0,1
10-24,1903.5779999942,alive,none,belted,1,m,42,1997,1987,unavail,driver,0,2
10-24,805.3429999948,alive,none,belted,1,m,40,1999,1980,unavail,driver,0,0
10-24,148.2279999983,alive,none,belted,0,m,30,1998,1989,unavail,driver,0,1
10-24,222.7999999989,alive,airbag,belted,1,f,25,1999,1996,deploy,driver,1,3
40-54,6.834,alive,airbag,belted,1,f,32,1998,1993,deploy,driver,1,3
25-39,388.5739999972,alive,none,none,0,m,48,2000,1984,unavail,driver,0,2
25-39,49.4829999995,alive,none,belted,1,m,30,2000,1992,unavail,driver,0,2
1-9km/h,1983.2929999977,alive,airbag,belted,0,f,22,2002,1999,nodeploy,pass,0,0
10-24,1618.3289999962,alive,airbag,belted,0,f,,1997,1996,nodeploy,driver,0,2
25-39,,alive,airbag,belted,0,m,50,1997,1997,nodeploy,driver,0,1
10-24,1470.9039999992,alive,none,belted,0,f,42,1999,1992,unavail,pass,0,1
25-39,137.1359999999,alive,airbag,none,0,f,24,1999,1990,nodeploy,pass,0,1
10-24,489.368999999,alive,none,belted,1,m,17,1998,1990,unavail,driver,0,0
25-39,15.9179999999,alive,none,belted,1,f,24,1997,1987,unavail,driver,0,1
10-24,374.0399999991,alive,none,belted,1,,20,2000,1989,unavail,driver,0,0
10-24,33.9149999996,alive,airbag,belted,0,m,26,2001,1993,deploy,driver,1,0
10-24,536.8089999929,alive,none,none,1,m,63,2002,1988,unavail,driver,0,1
25-39,38.5949999997,alive,none,none,1,m,20,1997,1985,unavail,pass,0,1
25-39,51.3679999998,alive,airbag,belted,0,m,16,1999,1994,nodeploy,driver,0,0
10-24,168.5169999991,alive,,none,0,m,38,1997,1983,unavail,pass,0,0
10-24,636.4699999988,alive,airbag,belted,0,m,31,1997,1994,deploy,driver,1,0
40-54,222.6569999997,alive,airbag,none,1,m,43,2002,2002,deploy,driver,1,1
25-39,39.3729999997,alive,none,belted,1,m,48,2001,1986,unavail,driver,0,3
10-24,42.4499999997,alive,none,belted,0,f,81,2002,1995,unavail,pass,0,3
10-24,244.004999999,alive,airbag,belted,0,f,58,2002,1998,deploy,driver,1,1
10-24,1085.3159999996,alive,airbag,belted,1,,26,,1997,deploy,driver,1,1
25-39,4.595,alive,none,none,1,f,26,2000,1971,unavail,pass,0,3
1-9km/h,58.8699999996,alive,none,belted,0,m,35,1999,1989,unavail,driver,0,0
10-24,1655.9259999991,alive,airbag,belted,1,f,28,2002,2000,nodeploy,driver,0,0
10-24,1204.9819999933,alive,airbag,belted,0,f,55,2002,1994,nodeploy,pass,0,2
10-24,81.9849999994,alive,none,none,1,m,53,2001,1990,unavail,driver,0,3
25-39,2.167,,none,belted,1,m,61,1999,1985,unavail,driver,0,2
25-39,25.0689999999,alive,none,none,1,m,16,1997,1985,unavail,pass,0,3
10-24,283.2979999967,alive,none,belted,1,m,22,2001,1991,unavail,driver,0,0
10-24,45.4649999999,alive,airbag,belted,1,m,44,1998,1993,deploy,driver,1,2
10-24,436.2409999967,alive,none,belted,0,m,62,2001,1984,unavail,driver,0,2
25-39,65.3719999995,dead,airbag,none,1,m,64,2002,2000,deploy,driver,1,4
25-39,237.2879999988,alive,none,belted,1,f,23,1997,1990,unavail,pass,0,3
10-24,146.4789999984,alive,airbag,,1,f,20,1999,,nodeploy,driver,0,3
25-39,373.2559999973,alive,airbag,belted,1,f,23,2000,2000,nodeploy,pass,0,0
40-54,0,alive,airbag,belted,1,f,16,2002,2000,deploy,driver,1,2
1-9km/h,785.7239999995,alive,airbag,belted,1,f,65,2000,1996,nodeploy,driver,0,0
25-39,66.1969999997,alive,airbag,belted,1,m,18,2000,1996,deploy,driver,1,2
10-24,91.0299999993,alive,none,belted,1,m,33,2000,1994,unavail,driver,0,0
25-39,57.7279999997,alive,airbag,,1,f,30,2000,1991,deploy,driver,1,3
10-24,1765.1119999886,alive,none,belted,1,m,21,2002,1993,unavail,driver,0,
10-24,1653.3719999939,alive,none,none,0,m,31,2001,1987,unavail,pass,0,0
10-24,156.1839999985,alive,none,none,1,f,17,1998,1988,unavail,pass,0,2
10-24,2509.6689999998,alive,airbag,belted,1,m,54,1999,1990,deploy,driver,1,0
10-24,403.1889999993,alive,airbag,none,0,f,26,2001,2000,nodeploy,driver,0,1
10-24,195.9299999997,alive,none,belted,0,f,22,1999,1992,unavail,driver,0,0
25-39,28.602,alive,none,none,1,m,33,2001,1984,unavail,driver,0,
10-24,41.1159999999,alive,airbag,belted,1,m,65,1998,1996,nodeploy,driver,0,1
25-39,53.4209999996,alive,none,belted,1,f,18,1999,1988,unavail,driver,0,3
25-39,132.8039999995,alive,,none,1,f,21,2001,1988,unavail,driver,0,2
10-24,932.2059999928,alive,none,belted,0,m,72,1997,1989,unavail,driver,0,2
25-39,404.9609999992,alive,airbag,belted,1,f,17,1997,1997,deploy,driver,1,5
10-24,260.5329999998,alive,airbag,belted,0,m,21,2000,1993,nodeploy,driver,0,2
10-24,637.7649999931,alive,none,belted,1,f,73,1998,1987,unavail,driver,0,1
25-39,42.5009999997,alive,none,belted,1,f,43,2001,1988,unavail,driver,0,3
10-24,844.0359999985,alive,none,belted,0,f,32,2000,1983,unavail,driver,0,1
10-24,143.9859999996,alive,none,belted,1,f,44,1998,1984,unavail,pass,0,1
40-54,47.5029999996,alive,none,none,0,m,20,1998,1987,,,0,3
40-54,49.7679999997,alive,airbag,belted,0,m,50,1998,1996,deploy,driver,1,3
1-9km/h,480.3189999983,alive,none,belted,0,m,26,1999,1994,unavail,driver,0,0
55+,38.5949999997,alive,airbag,belted,1,f,29,1997,1995,deploy,driver,1,3
25-39,115.3329999996,dead,none,belted,0,m,40,2000,1992,unavail,pass,0,4
25-39,295.9179999977,alive,airbag,belted,0,f,51,2002,1996,nodeploy,pass,0,2
10-24,50.3839999996,alive,none,belted,1,f,18,2001,1986,unavail,pass,0,0
25-39,109.0219999999,,none,belted,1,m,36,1998,1985,unavail,driver,0,3
10-24,1032.7609999925,alive,none,belted,0,m,84,1998,1985,unavail,driver,0,0
10-24,86.2209999999,alive,airbag,belted,0,m,64,2000,1995,nodeploy,driver,0,0
40-54,390.2089999989,alive,airbag,none,0,f,47,2001,1994,deploy,driver,1,3
10-24,105.6489999993,alive,airbag,belted,1,f,51,2000,1996,deploy,driver,1,1
10-24,1552.2779999971,alive,airbag,belted,0,f,44,2002,2001,nodeploy,driver,0,0
10-24,582.9109999985,alive,airbag,belted,0,m,43,1998,1994,deploy,,1,2
25-39,15.3979999999,alive,none,none,1,f,21,2000,1988,unavail,driver,0,2
25-39,20.754,alive,airbag,belted,0,f,55,1999,1995,nodeploy,driver,0,1
25-39,28.855,alive,airbag,belted,1,f,42,2001,1997,deploy,driver,1,3
10-24,138.709999999,alive,airbag,belted,1,f,22,2002,1993,deploy,driver,1,1
10-24,,alive,airbag,belted,0,f,25,1997,1994,nodeploy,driver,0,1
40-54,21.838,alive,airbag,belted,0,f,,2001,1998,nodeploy,driver,0,3
10-24,41.8479999998,alive,none,belted,1,m,19,2002,1990,unavail,pass,0,1
25-39,10.943,alive,airbag,belted,1,f,67,1999,1995,deploy,driver,1,0
10-24,428.4159999974,alive,airbag,belted,0,f,30,2000,2000,nodeploy,driver,0,1
25-39,51.1369999996,alive,none,belted,1,m,30,1997,1990,unavail,driver,0,3
25-39,1826.0439999998,,airbag,belted,1,m,43,2001,1999,deploy,driver,1,1
10-24,197.5409999993,alive,none,none,1,f,40,1999,1991,unavail,driver,0,0
40-54,13.335,alive,airbag,belted,0,m,26,1997,1996,deploy,driver,1,3
25-39,663.0559999943,alive,none,none,1,m,36,1998,1987,unavail,driver,0,2
25-39,10.8859999999,alive,none,belted,1,m,20,2002,2001,unavail,pass,0,2
10-24,401.9599999972,alive,airbag,none,0,m,43,2000,1993,nodeploy,driver,0,0
10-24,288.8359999992,alive,none,none,1,m,25,1999,1996,unavail,driver,0,3
25-39,1761.5139999986,alive,airbag,none,1,f,21,2001,1993,deploy,driver,1,3
10-24,144.7489999998,alive,airbag,belted,1,,74,2002,2000,nodeploy,driver,0,0
25-39,27.4819999998,alive,airbag,belted,0,m,40,1998,1997,nodeploy,driver,0,0
40-54,85.2429999998,dead,airbag,none,1,m,43,2002,1997,deploy,driver,1,4
40-54,46.6409999998,alive,none,none,1,m,19,1998,1983,unavail,driver,0,3
10-24,102.2959999992,alive,airbag,belted,1,f,21,2002,2002,deploy,pass,1,
10-24,62.284,alive,airbag,belted,1,f,20,2001,1999,nodeploy,driver,0,2
40-54,95.2399999993,alive,none,belted,1,m,46,2001,1990,unavail,driver,0,3
40-54,20.4129999999,dead,airbag,belted,0,m,34,1998,1991,deploy,driver,1,4
10-24,240.7949999999,alive,airbag,belted,1,f,19,2002,2002,nodeploy,pass,0,0
25-39,31.1549999998,alive,airbag,belted,1,f,70,1998,1995,deploy,pass,1,2
25-39,158.084999999,alive,airbag,belted,1,m,19,1999,1997,deploy,driver,1,0
25-39,334.8649999984,alive,airbag,belted,0,f,65,2001,1997,nodeploy,driver,0,1
10-24,39.7519999999,alive,none,none,0,m,46,1998,1986,unavail,driver,0,0
40-54,72.176,alive,none,belted,1,f,16,2001,1988,unavail,driver,0,1
40-54,13.669,dead,airbag,belted,0,m,18,1998,1998,nodeploy,pass,0,4
10-24,3112.5009999871,alive,airbag,none,0,f,20,1999,1993,nodeploy,driver,0,1
25-39,2134.4119999707,alive,airbag,belted,1,f,45,2000,1998,nodeploy,driver,0,0
25-39,219.9759999998,alive,airbag,belted,1,f,64,2000,2000,nodeploy,pass,0,3
25-39,72.176,alive,none,belted,1,f,50,2001,1990,unavail,pass,0,3
25-39,149.9459999986,alive,airbag,belted,1,m,38,2002,2002,deploy,driver,1,0
10-24,182.3539999984,alive,airbag,belted,1,f,66,2002,1999,nodeploy,driver,0,2
10-24,203.6799999997,alive,airbag,belted,1,f,16,2000,1999,deploy,driver,1,3
10-24,87.7059999993,alive,none,belted,0,f,54,1998,1989,unavail,driver,0,3
10-24,577.9139999971,alive,none,belted,1,m,52,1997,1992,unavail,driver,0,3
10-24,52.2399999998,alive,none,belted,1,m,78,1999,1996,unavail,driver,0,0
25-39,28.889,alive,airbag,none,1,m,26,1997,1994,deploy,driver,1,3
10-24,126.0809999993,alive,airbag,belted,1,m,41,1999,1995,deploy,driver,1,3
10-24,228.7339999992,,none,none,1,m,54,2001,1986,unavail,driver,0,2
25-39,77.8699999992,alive,airbag,belted,1,m,17,1997,1996,deploy,driver,1,1
10-24,561.8509999961,alive,airbag,belted,1,m,49,1998,1998,deploy,driver,1,0
10-24,91.4269999992,alive,none,belted,1,f,40,1999,1985,unavail,driver,0,3
40-54,680.0029999986,alive,airbag,belted,1,m,32,2001,1995,deploy,driver,1,3
25-39,481.612999998,alive,airbag,belted,1,f,73,2001,2001,deploy,driver,1,3
10-24,65.6799999997,alive,airbag,belted,0,f,23,2001,1996,nodeploy,pass,0,1
25-39,1412.9919999987,alive,none,belted,0,m,43,1997,1992,unavail,driver,0,1
25-39,27.4819999998,alive,none,belted,1,f,31,1998,1990,unavail,pass,0,2
