year,age,maritl,race,education,jobclass,health,health_ins,wage
2008,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2009,38,4. Divorced,1. White,3. Some College,1. Industrial,1. <=Good,2. No,109.8339856422
2008,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,166.3249412339
2008,56,2. Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,276.7784133212
2003,56,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.9012329791
2003,70,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,78.392466801
2005,44,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723332
2004,42,2. Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,111.720849361
2008,28,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,106.3696471815
2004,49,2. Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,139.1563253919
2004,57,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,65.1108537153
2008,57,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2004,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.9810327856
2007,45,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.8843593399
2004,40,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,118.8843593399
2009,58,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,85.383940379
2005,42,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,176.9896504899
2007,31,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,99.6894636985
2009,49,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010868553
2008,48,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,107.9039238669
2009,63,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2004,39,2. Married,1. White,3. Some College,2. Information,1. <=Good,2. No,106.9218140912
2007,31,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,2. No,134.7053751189
2005,35,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623247
2003,35,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,268.2662920126
2008,49,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,160.6424754083
2005,53,2. Married,2. Black,2. HS Grad,2. Information,1. <=Good,1. Yes,70.4760196469
2008,56,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723332
2003,38,2. Married,3. Asian,2. HS Grad,2. Information,1. <=Good,1. Yes,104.9215065337
2007,49,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2003,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,128.6804882206
2006,32,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.9218140912
2008,40,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,88.8164739741
2004,36,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.9810327856
2006,52,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,101.8243520757
2007,36,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,145.1436011769
2005,33,1. Never Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,145.1436011769
2007,23,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2009,64,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,133.9715000707
2005,67,2. Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,123.0896998479
2004,41,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,127.1157438122
2007,45,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,163.5158639762
2007,55,2. Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593399
2005,32,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,112.6488963421
2003,54,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2007,52,2. Married,4. Other,1. < HS Grad,2. Information,2. >=Very Good,2. No,68.1119940653
2006,33,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,151.5914842398
2003,34,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2004,54,4. Divorced,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,87.9810327856
2006,54,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,99.6894636985
2003,41,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966
2003,47,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,78.392466801
2004,30,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,95.230712567
2005,35,4. Divorced,1. White,4. College Grad,2. Information,1. <=Good,2. No,90.4819133566
2005,35,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,125.2042865803
2004,41,5. Separated,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2009,61,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,65.1108537153
2005,44,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.5567764151
2006,37,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,87.9810327856
2003,43,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.7757432747
2007,38,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412339
2009,54,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,134.7053751189
2007,51,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,2. No,118.8843593399
2003,61,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,79.1280844956
2006,18,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,75.0431540174
2005,24,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,72.1504556816
2003,34,4. Divorced,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,73.7757432747
2006,32,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2008,25,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,49.5553381215
2006,46,4. Divorced,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,95.230712567
2003,60,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2005,39,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,87.9810327856
2004,42,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365304
2009,41,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,68.7480877338
2008,63,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,136.8763676352
2004,43,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,91.6992261117
2003,38,1. Never Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,118.01975334
2004,53,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,127.1157438122
2006,27,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.8936025176
2005,40,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,27.1405792079
2007,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438122
2007,20,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,72.4793162971
2006,36,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2007,29,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065337
2003,21,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.0431540174
2008,40,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,154.6852929956
2007,55,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,126.3238807098
2006,47,2. Married,4. Other,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243520757
2004,37,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.355679318
2003,74,3. Widowed,2. Black,4. College Grad,2. Information,1. <=Good,2. No,70.4760196469
2008,48,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.6804882206
2007,24,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2008,47,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896504899
2006,50,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,111.721782428
2006,50,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,212.8423523157
2004,27,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,72.1504556816
2006,22,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,81.2832532843
2008,58,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,135.5980597522
2004,52,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,128.6804882206
2008,55,5. Separated,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2003,37,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,118.01975334
2009,49,4. Divorced,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,102.8702469332
2007,60,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591026
2005,26,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065337
2007,42,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821773775
2008,39,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.7480877338
2008,36,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757132903
2004,59,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,102.8702469332
2008,67,2. Married,3. Asian,2. HS Grad,1. Industrial,1. <=Good,2. No,59.0970640816
2003,33,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,2. No,107.9039238669
2005,52,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757132903
2003,47,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2009,38,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,111.720849361
2008,55,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,171.7651326275
2007,53,2. Married,3. Asian,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,66.9616443217
2005,33,2. Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2004,42,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2008,54,5. Separated,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,114.4757132903
2009,41,4. Divorced,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,98.0483505056
2004,53,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,155.9005061468
2009,46,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412339
2005,32,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,117.1468169148
2007,31,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,87.9810327856
2004,29,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,2. No,102.8702469332
2006,38,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,94.0727147457
2008,55,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2004,45,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894636985
2008,47,4. Divorced,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,108.8745258347
2004,46,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065337
2007,52,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,139.7030715277
2009,27,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,91.6992261117
2004,41,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,87.9810327856
2005,31,2. Married,3. Asian,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2008,25,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2004,45,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998479
2007,59,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,81.2832532843
2004,54,4. Divorced,1. White,1. < HS Grad,2. Information,1. <=Good,2. No,65.1108537153
2005,34,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,159.0520271293
2006,37,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.3874499713
2004,37,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,97.4932940454
2003,55,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,268.2662920126
2007,26,1. Never Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,76.8936025176
2003,62,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,130.9821773775
2008,30,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,69.7915308454
2008,27,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2004,22,1. Never Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,81.2832532843
2006,49,2. Married,3. Asian,4. College Grad,2. Information,1. <=Good,1. Yes,112.6488963421
2004,60,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,129.4536445766
2009,29,2. Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,2. No,138.2991269209
2003,55,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2003,34,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,72.1504556816
2009,52,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751189
2004,41,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,158.2946214278
2007,32,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,89.492479518
2009,67,4. Divorced,1. White,3. Some College,2. Information,1. <=Good,1. Yes,151.5914842398
2003,41,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,127.1157438122
2004,53,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.2832532843
2005,41,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,149.0558955894
2004,47,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2006,38,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,107.9039238669
2004,46,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,101.8243520757
2009,25,1. Never Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593399
2003,44,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,99.6894636985
2008,18,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.8936025176
2006,61,1. Never Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,82.6796372966
2008,22,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,78.392466801
2005,45,4. Divorced,2. Black,2. HS Grad,2. Information,1. <=Good,2. No,73.7757432747
2003,40,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,299.262976764
2004,39,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,2. No,81.2832532843
2009,65,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,118.8843593399
2003,28,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593399
2005,34,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.5960991039
2003,51,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.7480877338
2006,43,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,95.230712567
2006,27,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,103.9024706032
2005,66,1. Never Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,92.8958447895
2004,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,143.1349408111
2006,18,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.7757432747
2005,36,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,127.9012329791
2007,20,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,72.1504556816
2006,55,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,118.8843593399
2007,50,2. Married,2. Black,4. College Grad,1. Industrial,1. <=Good,2. No,117.1468169148
2005,51,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,124.7204462429
2004,39,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,91.6992261117
2007,47,1. Never Married,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.2224954568
2009,47,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2009,35,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2007,31,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,119.7408512962
2006,51,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593399
2006,35,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,2. No,65.1108537153
2009,40,2. Married,4. Other,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,72.1504556816
2003,56,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,132.4878211261
2004,29,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,86.6951548289
2003,28,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,2. No,118.8843593399
2003,42,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593399
2003,56,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821773775
2004,48,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,107.9039238669
2003,42,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,109.7060518127
2006,62,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,73.7757432747
2004,34,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,99.6894636985
